AssemblyAccession	Taxid	SpeciesTaxid	Organism	AssemblyStatus	RefSeq_category	FtpPath_GenBank	FtpPath_RefSeq	FtpPath_Assembly_rpt
GCF_022024215.1	77095	77095	Prevotella bryantii (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/215/GCA_022024215.1_ASM2202421v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/215/GCF_022024215.1_ASM2202421v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/215/GCF_022024215.1_ASM2202421v1/GCF_022024215.1_ASM2202421v1_assembly_report.txt
GCF_022024175.1	2913618	2913618	Prevotella sp. E15-14 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/175/GCA_022024175.1_ASM2202417v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/175/GCF_022024175.1_ASM2202417v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/175/GCF_022024175.1_ASM2202417v1/GCF_022024175.1_ASM2202417v1_assembly_report.txt
GCF_022024115.1	2913614	2913614	Prevotella sp. E1-9 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/115/GCA_022024115.1_ASM2202411v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/115/GCF_022024115.1_ASM2202411v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/115/GCF_022024115.1_ASM2202411v1/GCF_022024115.1_ASM2202411v1_assembly_report.txt
GCF_022024135.1	2913615	2913615	Prevotella sp. E1-a (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/135/GCA_022024135.1_ASM2202413v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/135/GCF_022024135.1_ASM2202413v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/135/GCF_022024135.1_ASM2202413v1/GCF_022024135.1_ASM2202413v1_assembly_report.txt
GCF_022024075.1	2913617	2913617	Prevotella sp. E13-3 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/075/GCA_022024075.1_ASM2202407v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/075/GCF_022024075.1_ASM2202407v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/075/GCF_022024075.1_ASM2202407v1/GCF_022024075.1_ASM2202407v1_assembly_report.txt
GCF_022024095.1	2913619	2913619	Prevotella sp. E2-25 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/095/GCA_022024095.1_ASM2202409v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/095/GCF_022024095.1_ASM2202409v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/095/GCF_022024095.1_ASM2202409v1/GCF_022024095.1_ASM2202409v1_assembly_report.txt
GCF_022024055.1	2913620	2913620	Prevotella sp. E2-28 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/055/GCA_022024055.1_ASM2202405v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/055/GCF_022024055.1_ASM2202405v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/055/GCF_022024055.1_ASM2202405v1/GCF_022024055.1_ASM2202405v1_assembly_report.txt
GCF_022024035.1	2913616	2913616	Prevotella sp. E13-17 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/035/GCA_022024035.1_ASM2202403v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/035/GCF_022024035.1_ASM2202403v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/035/GCF_022024035.1_ASM2202403v1/GCF_022024035.1_ASM2202403v1_assembly_report.txt
GCF_022024015.1	2913621	2913621	Prevotella sp. E9-3 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/024/015/GCA_022024015.1_ASM2202401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/015/GCF_022024015.1_ASM2202401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/024/015/GCF_022024015.1_ASM2202401v1/GCF_022024015.1_ASM2202401v1_assembly_report.txt
GCA_022009915.1	28117	28117	Alistipes putredinis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/915/GCA_022009915.1_ASM2200991v1	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/915/GCA_022009915.1_ASM2200991v1/GCA_022009915.1_ASM2200991v1_assembly_report.txt
GCA_022009815.1	2030927	2030927	Bacteroidales bacterium (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/815/GCA_022009815.1_ASM2200981v1	NA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/009/815/GCA_022009815.1_ASM2200981v1/GCA_022009815.1_ASM2200981v1_assembly_report.txt
GCF_021655845.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/845/GCA_021655845.1_ASM2165584v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/845/GCF_021655845.1_ASM2165584v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/845/GCF_021655845.1_ASM2165584v1/GCF_021655845.1_ASM2165584v1_assembly_report.txt
GCF_021655785.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/785/GCA_021655785.1_ASM2165578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/785/GCF_021655785.1_ASM2165578v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/785/GCF_021655785.1_ASM2165578v1/GCF_021655785.1_ASM2165578v1_assembly_report.txt
GCF_021655765.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/765/GCA_021655765.1_ASM2165576v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/765/GCF_021655765.1_ASM2165576v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/765/GCF_021655765.1_ASM2165576v1/GCF_021655765.1_ASM2165576v1_assembly_report.txt
GCF_021655715.1	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/655/715/GCA_021655715.1_ASM2165571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/715/GCF_021655715.1_ASM2165571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/715/GCF_021655715.1_ASM2165571v1/GCF_021655715.1_ASM2165571v1_assembly_report.txt
GCF_021650975.1	998845	998845	Flavobacterium jumunjinense (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/650/975/GCA_021650975.1_ASM2165097v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/975/GCF_021650975.1_ASM2165097v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/650/975/GCF_021650975.1_ASM2165097v1/GCF_021650975.1_ASM2165097v1_assembly_report.txt
GCF_021596945.1	2782006	2782006	Mongoliitalea daihaiensis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/596/945/GCA_021596945.1_ASM2159694v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/596/945/GCF_021596945.1_ASM2159694v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/596/945/GCF_021596945.1_ASM2159694v1/GCF_021596945.1_ASM2159694v1_assembly_report.txt
GCF_021535135.1	2908210	2908210	Antarcticibacterium sp. 1MA-6-2 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/535/135/GCA_021535135.1_ASM2153513v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/535/135/GCF_021535135.1_ASM2153513v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/535/135/GCF_021535135.1_ASM2153513v1/GCF_021535135.1_ASM2153513v1_assembly_report.txt
GCF_021534965.1	2908843	2908843	Muricauda sp. SCSIO 65647 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/534/965/GCA_021534965.1_ASM2153496v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/534/965/GCF_021534965.1_ASM2153496v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/534/965/GCF_021534965.1_ASM2153496v1/GCF_021534965.1_ASM2153496v1_assembly_report.txt
GCF_021513235.1	2908645	2908645	Kaistella sp. 97-N-M2 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/513/235/GCA_021513235.1_ASM2151323v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/235/GCF_021513235.1_ASM2151323v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/513/235/GCF_021513235.1_ASM2151323v1/GCF_021513235.1_ASM2151323v1_assembly_report.txt
GCF_021484805.1	2907205	2907205	Larkinella sp. IE-0392 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/484/805/GCA_021484805.1_ASM2148480v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/484/805/GCF_021484805.1_ASM2148480v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/484/805/GCF_021484805.1_ASM2148480v1/GCF_021484805.1_ASM2148480v1_assembly_report.txt
GCF_021442025.1	2907623	2907623	Sphingobacterium sp. SRCM116780 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/442/025/GCA_021442025.1_ASM2144202v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/442/025/GCF_021442025.1_ASM2144202v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/442/025/GCF_021442025.1_ASM2144202v1/GCF_021442025.1_ASM2144202v1_assembly_report.txt
GCF_021431905.1	172045	172045	Elizabethkingia miricola (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/431/905/GCA_021431905.1_ASM2143190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/431/905/GCF_021431905.1_ASM2143190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/431/905/GCF_021431905.1_ASM2143190v1/GCF_021431905.1_ASM2143190v1_assembly_report.txt
GCF_021390195.1	2654676	2654676	Flagellimonas sp. CMM7 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/390/195/GCA_021390195.1_ASM2139019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/195/GCF_021390195.1_ASM2139019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/195/GCF_021390195.1_ASM2139019v1/GCF_021390195.1_ASM2139019v1_assembly_report.txt
GCF_021390175.1	2905121	2905121	Flagellimonas sp. HMM57 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/390/175/GCA_021390175.1_ASM2139017v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/175/GCF_021390175.1_ASM2139017v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/175/GCF_021390175.1_ASM2139017v1/GCF_021390175.1_ASM2139017v1_assembly_report.txt
GCF_021389975.1	2904245	2904245	Fulvivirga sp. SS9-22 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/389/975/GCA_021389975.1_ASM2138997v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/975/GCF_021389975.1_ASM2138997v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/975/GCF_021389975.1_ASM2138997v1/GCF_021389975.1_ASM2138997v1_assembly_report.txt
GCF_021389955.1	2904247	2904247	Fulvivirga sp. SW1-E11 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/389/955/GCA_021389955.1_ASM2138995v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/955/GCF_021389955.1_ASM2138995v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/955/GCF_021389955.1_ASM2138995v1/GCF_021389955.1_ASM2138995v1_assembly_report.txt
GCF_021389935.1	2904246	2904246	Fulvivirga sp. W9P-11 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/389/935/GCA_021389935.1_ASM2138993v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/935/GCF_021389935.1_ASM2138993v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/935/GCF_021389935.1_ASM2138993v1/GCF_021389935.1_ASM2138993v1_assembly_report.txt
GCF_021359585.1	817	817	Bacteroides fragilis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/359/585/GCA_021359585.1_ASM2135958v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/359/585/GCF_021359585.1_ASM2135958v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/359/585/GCF_021359585.1_ASM2135958v1/GCF_021359585.1_ASM2135958v1_assembly_report.txt
GCF_021359565.1	817	817	Bacteroides fragilis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/359/565/GCA_021359565.1_ASM2135956v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/359/565/GCF_021359565.1_ASM2135956v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/359/565/GCF_021359565.1_ASM2135956v1/GCF_021359565.1_ASM2135956v1_assembly_report.txt
GCF_021278965.1	2759528	2759528	Chryseobacterium sp. DH-B6 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/278/965/GCA_021278965.1_ASM2127896v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/278/965/GCF_021278965.1_ASM2127896v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/278/965/GCF_021278965.1_ASM2127896v1/GCF_021278965.1_ASM2127896v1_assembly_report.txt
GCF_021233055.1	2898794	2898794	Spirosoma sp. RHs26 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/055/GCA_021233055.1_ASM2123305v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/233/055/GCF_021233055.1_ASM2123305v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/233/055/GCF_021233055.1_ASM2123305v1/GCF_021233055.1_ASM2123305v1_assembly_report.txt
GCF_021183825.1	2900738	2900738	Sinomicrobium sp. HD2P242 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/183/825/GCA_021183825.1_ASM2118382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/183/825/GCF_021183825.1_ASM2118382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/183/825/GCF_021183825.1_ASM2118382v1/GCF_021183825.1_ASM2118382v1_assembly_report.txt
GCF_021172165.1	2897181	2897181	Flavobacterium sp. KSM-R2A30 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/165/GCA_021172165.1_ASM2117216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/165/GCF_021172165.1_ASM2117216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/165/GCF_021172165.1_ASM2117216v1/GCF_021172165.1_ASM2117216v1_assembly_report.txt
GCF_021172145.1	2895947	2895947	Flavobacterium sp. KSM-R2A25 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/145/GCA_021172145.1_ASM2117214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/145/GCF_021172145.1_ASM2117214v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/145/GCF_021172145.1_ASM2117214v1/GCF_021172145.1_ASM2117214v1_assembly_report.txt
GCF_001589345.2	34085	34085	Riemerella anatipestifer (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/589/345/GCA_001589345.2_ASM158934v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/589/345/GCF_001589345.2_ASM158934v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/589/345/GCF_001589345.2_ASM158934v2/GCF_001589345.2_ASM158934v2_assembly_report.txt
GCF_020985365.1	2852098	2852098	Chryseobacterium sp. F4 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/985/365/GCA_020985365.1_ASM2098536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/985/365/GCF_020985365.1_ASM2098536v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/985/365/GCF_020985365.1_ASM2098536v1/GCF_020985365.1_ASM2098536v1_assembly_report.txt
GCF_020911945.1	2893886	2893886	Flavobacterium sp. F-340 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/911/945/GCA_020911945.1_ASM2091194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/945/GCF_020911945.1_ASM2091194v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/945/GCF_020911945.1_ASM2091194v1/GCF_020911945.1_ASM2091194v1_assembly_report.txt
GCF_020911925.1	2893885	2893885	Flavobacterium sp. F-323 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/911/925/GCA_020911925.1_ASM2091192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/925/GCF_020911925.1_ASM2091192v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/925/GCF_020911925.1_ASM2091192v1/GCF_020911925.1_ASM2091192v1_assembly_report.txt
GCF_020911905.1	2893884	2893884	Flavobacterium sp. F-70 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/911/905/GCA_020911905.1_ASM2091190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/905/GCF_020911905.1_ASM2091190v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/905/GCF_020911905.1_ASM2091190v1/GCF_020911905.1_ASM2091190v1_assembly_report.txt
GCF_020911885.1	2893883	2893883	Flavobacterium sp. F-29 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/911/885/GCA_020911885.1_ASM2091188v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/885/GCF_020911885.1_ASM2091188v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/885/GCF_020911885.1_ASM2091188v1/GCF_020911885.1_ASM2091188v1_assembly_report.txt
GCF_020911865.1	2898076	2898076	Chryseobacterium sp. C-17 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/911/865/GCA_020911865.1_ASM2091186v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/865/GCF_020911865.1_ASM2091186v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/911/865/GCF_020911865.1_ASM2091186v1/GCF_020911865.1_ASM2091186v1_assembly_report.txt
GCF_918731615.1	2845819	2845819	Flavobacterium sp. CECT 9288 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/731/615/GCA_918731615.1_Flavobacterium_sp_CECT_9288_HGAP4_Prokka	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/918/731/615/GCF_918731615.1_Flavobacterium_sp_CECT_9288_HGAP4_Prokka	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/918/731/615/GCF_918731615.1_Flavobacterium_sp_CECT_9288_HGAP4_Prokka/GCF_918731615.1_Flavobacterium_sp_CECT_9288_HGAP4_Prokka_assembly_report.txt
GCF_020886115.1	1751056	1751056	Flavobacterium sp. SHINM13 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/886/115/GCA_020886115.1_ASM2088611v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/115/GCF_020886115.1_ASM2088611v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/115/GCF_020886115.1_ASM2088611v1/GCF_020886115.1_ASM2088611v1_assembly_report.txt
GCF_020886055.1	1751095	1751095	Flavobacterium sp. GENT5 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/886/055/GCA_020886055.1_ASM2088605v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/055/GCF_020886055.1_ASM2088605v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/886/055/GCF_020886055.1_ASM2088605v1/GCF_020886055.1_ASM2088605v1_assembly_report.txt
GCF_020885975.1	1751100	1751100	Flavobacterium sp. GENT11 (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/885/975/GCA_020885975.1_ASM2088597v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/975/GCF_020885975.1_ASM2088597v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/975/GCF_020885975.1_ASM2088597v1/GCF_020885975.1_ASM2088597v1_assembly_report.txt
GCF_020885855.1	821	821	Phocaeicola vulgatus (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/885/855/GCA_020885855.1_ASM2088585v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/855/GCF_020885855.1_ASM2088585v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/855/GCF_020885855.1_ASM2088585v1/GCF_020885855.1_ASM2088585v1_assembly_report.txt
GCF_020885775.1	821	821	Phocaeicola vulgatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/885/775/GCA_020885775.1_ASM2088577v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/775/GCF_020885775.1_ASM2088577v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/775/GCF_020885775.1_ASM2088577v1/GCF_020885775.1_ASM2088577v1_assembly_report.txt
GCF_020885715.1	821	821	Phocaeicola vulgatus (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/885/715/GCA_020885715.1_ASM2088571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/715/GCF_020885715.1_ASM2088571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/715/GCF_020885715.1_ASM2088571v1/GCF_020885715.1_ASM2088571v1_assembly_report.txt
GCF_020872015.1	651561	651561	Chryseobacterium arthrosphaerae (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/872/015/GCA_020872015.1_ASM2087201v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/872/015/GCF_020872015.1_ASM2087201v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/872/015/GCF_020872015.1_ASM2087201v1/GCF_020872015.1_ASM2087201v1_assembly_report.txt
GCF_020783335.1	398049	398049	Mucilaginibacter daejeonensis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/783/335/GCA_020783335.1_ASM2078333v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/783/335/GCF_020783335.1_ASM2078333v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/783/335/GCF_020783335.1_ASM2078333v1/GCF_020783335.1_ASM2078333v1_assembly_report.txt
GCF_020783315.1	563172	563172	Ferruginibacter lapsinanis (CFB group bacteria)	Complete Genome	representative genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/783/315/GCA_020783315.1_ASM2078331v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/783/315/GCF_020783315.1_ASM2078331v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/783/315/GCF_020783315.1_ASM2078331v1/GCF_020783315.1_ASM2078331v1_assembly_report.txt
GCF_020736165.1	1018	1018	Capnocytophaga ochracea (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/165/GCA_020736165.1_ASM2073616v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/165/GCF_020736165.1_ASM2073616v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/736/165/GCF_020736165.1_ASM2073616v1/GCF_020736165.1_ASM2073616v1_assembly_report.txt
GCF_020735945.1	823	823	Parabacteroides distasonis (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/735/945/GCA_020735945.1_ASM2073594v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/945/GCF_020735945.1_ASM2073594v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/945/GCF_020735945.1_ASM2073594v1/GCF_020735945.1_ASM2073594v1_assembly_report.txt
GCF_020735905.1	28132	28132	Prevotella melaninogenica (CFB group bacteria)	Complete Genome	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/735/905/GCA_020735905.1_ASM2073590v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/905/GCF_020735905.1_ASM2073590v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/735/905/GCF_020735905.1_ASM2073590v1/GCF_020735905.1_ASM2073590v1_assembly_report.txt
